"REF_DATE","GEO","DGUID","Educational qualification","Field of study","Gender","Age group","Status of student in Canada","Characteristics after graduation","Graduate statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Canada","2021A11124","Undergraduate degree","Agriculture, natural resources and conservation [9]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664745451","1.7.47.1.2.1.4.2","55400","","","","0"
"2018","Canada","2021A11124","Undergraduate degree","Agriculture, natural resources and conservation [9]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664745452","1.7.47.1.2.1.4.3","65000","","","","0"
"2018","Canada","2021A11124","Undergraduate degree","Health and related fields [10]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664745693","1.7.50.1.2.1.4.1","12280","","","","0"
"2018","Canada","2021A11124","Undergraduate degree","Health and related fields [10]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664745694","1.7.50.1.2.1.4.2","79500","","","","0"
"2018","Canada","2021A11124","Undergraduate degree","Health and related fields [10]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664745695","1.7.50.1.2.1.4.3","80600","","","","0"
"2018","Canada","2021A11124","Undergraduate degree","Personal, protective and transportation services [11]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664745936","1.7.56.1.2.1.4.1","930","","","","0"
"2018","Canada","2021A11124","Undergraduate degree","Personal, protective and transportation services [11]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664745937","1.7.56.1.2.1.4.2","54000","","","","0"
"2018","Canada","2021A11124","Undergraduate degree","Personal, protective and transportation services [11]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664745938","1.7.56.1.2.1.4.3","70000","","","","0"
"2018","Canada","2021A11124","Undergraduate degree","Other instructional programs [12]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664746170","1.7.62.1.2.1.4.1","980","","","","0"
"2018","Canada","2021A11124","Undergraduate degree","Other instructional programs [12]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664746171","1.7.62.1.2.1.4.2","53600","","","","0"
"2018","Canada","2021A11124","Undergraduate degree","Other instructional programs [12]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664746172","1.7.62.1.2.1.4.3","65300","","","","0"
"2018","Canada","2021A11124","Professional degree","Total, field of study","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664788177","1.9.1.1.2.1.4.1","5270","","","","0"
"2018","Canada","2021A11124","Professional degree","Total, field of study","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664788178","1.9.1.1.2.1.4.2","96500","","","","0"
"2018","Canada","2021A11124","Professional degree","Total, field of study","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664788179","1.9.1.1.2.1.4.3","117100","","","","0"
"2018","Canada","2021A11124","Professional degree","Social and behavioural sciences and law [4]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664789118","1.9.16.1.2.1.4.1","2770","","","","0"
"2018","Canada","2021A11124","Professional degree","Social and behavioural sciences and law [4]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664789119","1.9.16.1.2.1.4.2","88300","","","","0"
"2018","Canada","2021A11124","Professional degree","Social and behavioural sciences and law [4]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664789120","1.9.16.1.2.1.4.3","117200","","","","0"
"2018","Canada","2021A11124","Professional degree","Agriculture, natural resources and conservation [9]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664789360","1.9.47.1.2.1.4.1","270","","","","0"
"2018","Canada","2021A11124","Professional degree","Agriculture, natural resources and conservation [9]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664789361","1.9.47.1.2.1.4.2","102100","","","","0"
"2018","Canada","2021A11124","Professional degree","Agriculture, natural resources and conservation [9]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664789362","1.9.47.1.2.1.4.3","112800","","","","0"
"2018","Canada","2021A11124","Professional degree","Health and related fields [10]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664789586","1.9.50.1.2.1.4.1","2230","","","","0"
"2018","Canada","2021A11124","Professional degree","Health and related fields [10]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664789587","1.9.50.1.2.1.4.2","107000","","","","0"
"2018","Canada","2021A11124","Professional degree","Health and related fields [10]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664789588","1.9.50.1.2.1.4.3","117300","","","","0"
"2018","Canada","2021A11124","Master's degree","Total, field of study","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664764256","1.11.1.1.2.1.4.1","29120","","","","0"
"2018","Canada","2021A11124","Master's degree","Total, field of study","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664764257","1.11.1.1.2.1.4.2","72100","","","","0"
"2018","Canada","2021A11124","Master's degree","Total, field of study","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664764258","1.11.1.1.2.1.4.3","83900","","","","0"
"2018","Canada","2021A11124","Master's degree","Education [1]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664774016","1.11.2.1.2.1.4.1","2140","","","","0"
"2018","Canada","2021A11124","Master's degree","Education [1]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664774017","1.11.2.1.2.1.4.2","67000","","","","0"
"2018","Canada","2021A11124","Master's degree","Education [1]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664774018","1.11.2.1.2.1.4.3","72900","","","","0"
"2018","Canada","2021A11124","Master's degree","Visual and performing arts, and communications technologies [2]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664774259","1.11.4.1.2.1.4.1","550","","","","0"
"2018","Canada","2021A11124","Master's degree","Visual and performing arts, and communications technologies [2]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664774260","1.11.4.1.2.1.4.2","35400","","","","0"
"2018","Canada","2021A11124","Master's degree","Visual and performing arts, and communications technologies [2]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664774261","1.11.4.1.2.1.4.3","47000","","","","0"
"2018","Canada","2021A11124","Master's degree","Humanities [3]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664774502","1.11.7.1.2.1.4.1","690","","","","0"
"2018","Canada","2021A11124","Master's degree","Humanities [3]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664774503","1.11.7.1.2.1.4.2","49300","","","","0"
"2018","Canada","2021A11124","Master's degree","Humanities [3]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664774504","1.11.7.1.2.1.4.3","57800","","","","0"
"2018","Canada","2021A11124","Master's degree","Social and behavioural sciences and law [4]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664774745","1.11.16.1.2.1.4.1","3700","","","","0"
"2018","Canada","2021A11124","Master's degree","Social and behavioural sciences and law [4]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664774746","1.11.16.1.2.1.4.2","65300","","","","0"
"2018","Canada","2021A11124","Master's degree","Social and behavioural sciences and law [4]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664774747","1.11.16.1.2.1.4.3","75500","","","","0"
"2018","Canada","2021A11124","Master's degree","Business, management and public administration [5]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664774988","1.11.24.1.2.1.4.1","7610","","","","0"
"2018","Canada","2021A11124","Master's degree","Business, management and public administration [5]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664774989","1.11.24.1.2.1.4.2","81800","","","","0"
"2018","Canada","2021A11124","Master's degree","Business, management and public administration [5]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664774990","1.11.24.1.2.1.4.3","96600","","","","0"
"2018","Canada","2021A11124","Master's degree","Physical and life sciences and technologies [6]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664775231","1.11.28.1.2.1.4.1","1440","","","","0"
"2018","Canada","2021A11124","Master's degree","Physical and life sciences and technologies [6]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664775232","1.11.28.1.2.1.4.2","63500","","","","0"
"2018","Canada","2021A11124","Master's degree","Physical and life sciences and technologies [6]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664775233","1.11.28.1.2.1.4.3","76000","","","","0"
"2018","Canada","2021A11124","Master's degree","Mathematics, computer and information sciences [7]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664775474","1.11.34.1.2.1.4.1","1850","","","","0"
"2018","Canada","2021A11124","Master's degree","Mathematics, computer and information sciences [7]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664775475","1.11.34.1.2.1.4.2","79700","","","","0"
"2018","Canada","2021A11124","Master's degree","Mathematics, computer and information sciences [7]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664775476","1.11.34.1.2.1.4.3","94700","","","","0"
"2018","Canada","2021A11124","Master's degree","Architecture, engineering, and related trades [8]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664775717","1.11.39.1.2.1.4.1","6030","","","","0"
"2018","Canada","2021A11124","Master's degree","Architecture, engineering, and related trades [8]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664775718","1.11.39.1.2.1.4.2","69100","","","","0"
"2018","Canada","2021A11124","Master's degree","Architecture, engineering, and related trades [8]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664775719","1.11.39.1.2.1.4.3","87600","","","","0"
"2018","Canada","2021A11124","Master's degree","Agriculture, natural resources and conservation [9]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664775960","1.11.47.1.2.1.4.1","920","","","","0"
"2018","Canada","2021A11124","Master's degree","Agriculture, natural resources and conservation [9]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664775961","1.11.47.1.2.1.4.2","63200","","","","0"
"2018","Canada","2021A11124","Master's degree","Agriculture, natural resources and conservation [9]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664775962","1.11.47.1.2.1.4.3","75700","","","","0"
"2018","Canada","2021A11124","Master's degree","Health and related fields [10]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664776203","1.11.50.1.2.1.4.1","4000","","","","0"
"2018","Canada","2021A11124","Master's degree","Health and related fields [10]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664776204","1.11.50.1.2.1.4.2","77000","","","","0"
"2018","Canada","2021A11124","Master's degree","Health and related fields [10]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664776205","1.11.50.1.2.1.4.3","82800","","","","0"
"2018","Canada","2021A11124","Master's degree","Personal, protective and transportation services [11]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664776446","1.11.56.1.2.1.4.1","50","","","","0"
"2018","Canada","2021A11124","Master's degree","Personal, protective and transportation services [11]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664776447","1.11.56.1.2.1.4.2","91700","","","","0"
"2018","Canada","2021A11124","Master's degree","Personal, protective and transportation services [11]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664776448","1.11.56.1.2.1.4.3","102600","","","","0"
"2018","Canada","2021A11124","Master's degree","Other instructional programs [12]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664776688","1.11.62.1.2.1.4.1","140","","","","0"
"2018","Canada","2021A11124","Master's degree","Other instructional programs [12]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664776689","1.11.62.1.2.1.4.2","70100","","","","0"
"2018","Canada","2021A11124","Master's degree","Other instructional programs [12]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664776690","1.11.62.1.2.1.4.3","77000","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Total, field of study","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664776931","1.12.1.1.2.1.4.1","3230","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Total, field of study","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664776932","1.12.1.1.2.1.4.2","78200","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Total, field of study","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664776933","1.12.1.1.2.1.4.3","94100","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Education [1]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664785393","1.12.2.1.2.1.4.1","50","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Education [1]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664785394","1.12.2.1.2.1.4.2","85900","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Education [1]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664785395","1.12.2.1.2.1.4.3","102600","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Visual and performing arts, and communications technologies [2]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664785633","1.12.4.1.2.1.4.1","40","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Visual and performing arts, and communications technologies [2]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664785634","1.12.4.1.2.1.4.2","42900","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Visual and performing arts, and communications technologies [2]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664785635","1.12.4.1.2.1.4.3","70200","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Humanities [3]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664785876","1.12.7.1.2.1.4.1","150","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Humanities [3]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664785877","1.12.7.1.2.1.4.2","58800","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Humanities [3]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664785878","1.12.7.1.2.1.4.3","79300","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Social and behavioural sciences and law [4]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664786119","1.12.16.1.2.1.4.1","670","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Social and behavioural sciences and law [4]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664786120","1.12.16.1.2.1.4.2","84100","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Social and behavioural sciences and law [4]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664786121","1.12.16.1.2.1.4.3","92100","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Business, management and public administration [5]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664786362","1.12.24.1.2.1.4.1","50","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Business, management and public administration [5]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664786363","1.12.24.1.2.1.4.2","117600","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Business, management and public administration [5]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664786364","1.12.24.1.2.1.4.3","130600","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Physical and life sciences and technologies [6]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664786604","1.12.28.1.2.1.4.1","890","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Physical and life sciences and technologies [6]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664786605","1.12.28.1.2.1.4.2","66800","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Physical and life sciences and technologies [6]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664786606","1.12.28.1.2.1.4.3","86000","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Mathematics, computer and information sciences [7]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664786847","1.12.34.1.2.1.4.1","190","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Mathematics, computer and information sciences [7]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664786848","1.12.34.1.2.1.4.2","100000","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Mathematics, computer and information sciences [7]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664786849","1.12.34.1.2.1.4.3","112900","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Architecture, engineering, and related trades [8]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664787090","1.12.39.1.2.1.4.1","780","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Architecture, engineering, and related trades [8]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664787091","1.12.39.1.2.1.4.2","87400","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Architecture, engineering, and related trades [8]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664787092","1.12.39.1.2.1.4.3","107200","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Agriculture, natural resources and conservation [9]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664787333","1.12.47.1.2.1.4.1","140","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Agriculture, natural resources and conservation [9]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664787334","1.12.47.1.2.1.4.2","78700","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Agriculture, natural resources and conservation [9]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664787335","1.12.47.1.2.1.4.3","88800","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Health and related fields [10]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664787576","1.12.50.1.2.1.4.1","250","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Health and related fields [10]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664787577","1.12.50.1.2.1.4.2","79600","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Health and related fields [10]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664787578","1.12.50.1.2.1.4.3","94600","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Other instructional programs [12]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Number of graduates","Number","223","units","0","v1664787937","1.12.62.1.2.1.4.1","20","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Other instructional programs [12]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income two years after graduation","2023 constant dollars","449","units","0","v1664787938","1.12.62.1.2.1.4.2","74900","","","","0"
"2018","Canada","2021A11124","Doctoral degree","Other instructional programs [12]","Total, gender","15 to 34 years" ,"Canadian and international students","Graduates reporting employment income","Median employment income five years after graduation","2023 constant dollars","449","units","0","v1664787939","1.12.62.1.2.1.4.3","99100","","","","0"


